"node","maccs"
"711696","0000000000000000000000000000000000000000000000000000000000000000000000010000000001000000100000000000000100001000100001000000011000110000011100100110000110101010011110"
"711697","0000000000000000000000000000001000000000000000000010001001011000001000001000000000000001000000000000011001110001011101000001000111010101000000000011000010100011000100"
"711698","0000001000000000000000000000000000000000000100000000000000000000000000000000000000000000100000000000010000000000000000000001010001000001000000000100000000000010000100"
"711703","0000000000000000000000000000000000100011000100011010001001111001001000001000000010000001000000000000010001000001000000000001000001000001000000010101010000000011011111"
"711706","0000000000000000000001010000000000000000010000001000000100000010000001100000001100001100000001001001010001110011011000100101000111001111010101010111010010110111111110"
"711709","0000000000000000000000000000000000000011001000010000001001011000101010001000000100010001000000000100010011000001000000011001100001101011101101001101001000010110111111"
"711716","0000000000000000000000000000000000000000000000000000000000000000000000000010000000101100000100010001000000010110010111001100001110010000110000100011010011110101100110"
"711717","0000000000000000000000000000000000000000000000000000000000000100000000000010000100101000100100010010000000000100000010011100001000001011100101100101010001010110111110"
"711718","0000000000000000000000000000000000000000000000000000000000000000010000000110000000001000000010001100000100010011001100001100001000010000101010100001110100011101101110"
"711722","0000000000000000000000000000000000100011000100011000001001011000001000001000000000000001000000000000010001011001011101000001010111010001000100000111000010101011000101"
"711729","0000000000000000001000000000000000000000000000000000000000000000000000000010000000101010000010011100001010110010000100001110011110010100100000101011000101011111111110"
"711734","0000000000000000000001000000000000000000000000000001000000000000110000000010101100100010010001111001001100100011000000011101000010010100101001010001010110111100111110"
"711735","0000000000000000000000000000010000000000000000001000000000000000000000000100000000001100000010000001000000000001001000000100000000000000001010000001100010100101111111"
"711736","0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000011100000000000010000000000010000010100000100001000000"
"711747","0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000111101000000001010000000001000100010000100101001011110"
"711750","0000000000000000000000000000000000000000000000000000100000000000010000000100000100010000001000000100000100010011001000001000000000101000100011000000101000010101101010"
"711751","0000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000010000001100000000001010010000000010100010110101000001001110"
"711753","0000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000100000000001000000001000000101000010011110"
"711754","0000000000000000000000000000000000010000000000100000000000000000100000000000000011100001000000010000000100011000000100011000000000010000101000010010010010111001110110"
"711758","0000000000000000000000000000000000000000000000000000000000000000010000000100000001000000100010000000000100011001001100000000010000010000001010000010100110101011000100"
"711759","0000000000000000000000000000000000000000000000000000000000100001000000000000000010000001000000000000000000000000000000000000100000000000000000001000000000000000011010"
"711760","0000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000111010"
"711761","0000000000000000000000000000000000000000000000000000000000000100000000000010000000101000100100010010000000000100000010011100101000001011100101101101010001110110111110"
"711765","0000000000000000000000000000000000000000100000000000000000000000000000000000000000000100000000001000000000001010000001000000010110010000010001000010000010101000100100"
"711767","0010000000000000000000000000001000000000000100000000000000000000000000000000000000000000000000000000001001100000000000000001000001000100000000000001000000000000000000"
"711779","0000000000000000000000000000000000000000000000000100000000000000000000000101000000000000000000000010000000010000001100000000000010010000000010000010100001100001000100"
"711780","0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000010000000000000000010000001000000000000100101001011110"
"711781","0000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000001000010000000010010000000001010100000100100011101011000100"
"711782","0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000010000000000000000000101100001011110"
"711789","0000000000000000000000000000000000000011000000010010001001111001001010001000000010000011000000000000011001100001000000000001000001000101001000000101000000000010011110"
"711790","0000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000010001100000000000000000000001010010000000000100000000000000001001011111110"
"711791","0000000000000000000100000000000000000000000000010000000000000000000000000000000001000001010000000000010101011001010001000001010111010000010010000111100010101011000100"
"711793","0000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000010000001100000000001010010000000010100010110101000001001110"
"711798","0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000100000000000000000000000000101000000000100000001000010011110"
"711801","0000000000000000000000000000000000000000000000000000000010000000000000000010000000001100000000100101000000001110000011011100000010010000110000000011000011001110101110"
"711802","0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010010000000000100010000000100000010010000010001001100000110000001101011000100"
"711803","0000000000000000000000000000000000000000000000001000000000000000000000000100010000001100000010000000001000000000000000100100000000000100000000000001100000000101100001"
"711804","0000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000001100000000000000000000001000000000000000100000000000000101000001111110"
"711818","0000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000100000000001000000010000000010000001000000000100001101011011110"
"711821","0000000000000000000000000000000000000000000000000000000000000000100000000000000101010000000000000101000000000000000000001000000000000000100001000000001010100100111010"
"711822","0000000000000000000100000000000000000000000000010000010000000000000000000000001001010100011010000001010101010011000101000001010111110000010011000111101010101111100100"
"711823","0000000000000000000000000000000000110011000100011010001011111100011000001000000010100001000000010000010011000001100000010001101001000001101100111101000100001010011111"
"711824","0000000000000000000100000000000000000000000000010000000000000000000000000000000001000001010010000000010101010001000101000001010001010000010010000111100010101011000100"
"711831","0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000010000000100000000000101000100001001100111100000101001010011110"
"711832","0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000100001001100010100010001001010011110"
"711833","0000000000000000000100000000000000000000000000010000000000000000000000000000000000000000000000000000010001001001010000000001010101000000010010000101100010101011011110"
"711839","0000000000000000000000000000000000000000000000000000110000000000000000010000000001000000111000000000000100001000000000000000000010110000011000000110000110101010000100"
"711842","0000000000000000000000000000000000000011000000010000001001011000001010001000000001010001011000100001010101001011000000000001010001110001011100000111001010101110100100"
"711843","0000000000000000000000000000000000000011000000010010101001111001001010001000000110010001000000001000010001000001000000000001000001101011001001010101011000010110111110"
"711845","0000000000000000000000000000000001000000000000000100000000000000000000000001000000000000011000000010000100010000001100000000001010010000001000100010110100001001001110"
"711846","0000000000000000000100000000000001000000000000010000000000000000000000000000000000000000000000000010010001001001010000000001010101000000010010000101100010101011000100"
"711849","0000000000000000000000000000000000000000000000000001000000000100000010000010000100100000010101111001000100000110001010011101001000001010100001100001011011010101111110"
"711851","0000000000000000000000000000000000000000000000000000000000000000000000000000000000010010000000000000001000100000000000000010000000101110001000010000011001011110111110"
"711853","0000000000000000000000000000000000100011000100011010001001111001001000001000000010000001100000000000010001000001100000000001001001100001001100110101010100001010011111"
"711877","0000000000000000000000000000000000000000000000000100000000000100100000000011001100101100100110010111000010000110000011011100101010001001110001101011011011110111111110"
"711883","0000000000000000000000000100000000000000000000000100000000000000010000000101000000000000011000010010000110010001001101000000001110110000001010101010110100101011001110"
"711888","0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000100000000000011000000000000000100000100101001011011110"
"711895","0000000000000000000000000000000000000011000010010010011001111101001010001001001010100001000000111010010011000001000000011001101001100011101101111101011101010110111110"
"711896","0000000000000000000000000000010000000000000001001000000000000000000000000000000000001100000000000001000000000011011101000100000110000100010010000011100010100101100001"
"711897","0000000000000100000000000000000000000000000000000000000000000000001000000000000001000001000000000000000100001000000001000001000110110000011000000010000010101010000100"
"711898","0000000000000000000000000000000000000000000000000000000000000000010000000100000000000000100000000000000000010001001000000010010000010001000010000100100101101011000100"
"711899","0000000000000000000000000000000000000000000000000000000010000000000000000010001001011100001000100101000100001010000001011100000110010000110001000011001010101100101110"
"711901","0000000000000000000000000000100000000000001000010000000000000000000010000000000000000000000000000000010001000001000000000001000001100000001000000101000000000010011110"
"711902","0000000000000000000000000000000000000011010000010010001001011000001010001000000010000001000000000000010001100001000000000001000001000101001000000101000000000010000100"
"711903","0000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000010000011101000000000110000100000000000010000010100001000000"
"711904","0000000000000000000000010000000000000000000000000000000000000000000010100000011000000000000001001000010000000000000000100001000001100000001001000000100000010011100100"
"711906","0000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000100000000000001000000000001000110000110100001001011110"
"711909","0000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001001000011001000010010100010000010010000110100010101011000100"
"711910","0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000001000011000010000000010010010010101010000000100000111101011000100"
"711912","0000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000001000000000110000100010000000010000010100000000000"
"711914","0000000000000000000000000000000000100011000100011010001001011000001000001010001001001101001000101101010101001011000001011101000111010001111101000111000010101110101111"
"711915","0000000000000000000000000000000000001100000000000000100000000000100000000000100100010000000000001100000001000100100010011000001000101010100001100000001001010100111110"
"711929","0000000000000000000000000000000000000000000000000000000000000000000000000100000100001100000010000001000000010010001101000100000110000000010011000011100010100101100000"
"711931","0000000000000000000000000000000110000100000000000010001001111001101010001000101010010001000001001100010011000001000010011001100001101011100001001001001000010110111110"
"711933","0000000000000000000000000000000000000000000000000000010000000000000000010000000001000000000000000000000100001000000000000000000000110000001000000000000110101010011110"
"711934","0000000000000000000000000000000000000000000000000000000010000000000000010000000000000000000000000000000000001000000001010010001110010001110100100110000011001010000110"
"711935","0000000000000000000000000000000000001000000000000000000000000000100000000010101000101000011010010101001011000110000010011100100000101110100001011011001011010101111111"
"711940","0000000000000000000000000000000000000000000000000000000000000000010000010100000000000100000000000000000000011001100001000010111110110001011110111110110111101011011110"
"711941","0000000000000000000000010001000000000000000001001000000110000010000001100000000000000110100001100100010000101011000000110111000001001100110100000101000010011110101110"
"711943","0000000000000000000000000000000000000000000000000000000000000000000000000000000001010000000000000001000100000010100000000000001000100000001000100010001110101100111110"
"711951","0000000000000000000000000000000000000011000000010010101001011000001010001000000010000001110000000000010101000001000000000011000001110001001100000101000001101010000100"
"711958","0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011000111101000010011110010000001000100110000111101011011110"
"711960","0000000000000000000000000100000000000000000000000100000000000000010000000101000000000000000000010010000010010001001101000000000110000000000010001010100000000001001010"
"711972","0000000000000000000000010000000000001000001000001000000100000010000001100000100000000000000001000000010001000100000010100101100001101011000101001101001001010110111110"
"711973","0000000000000000000000000000000000000000000000000100110010000100010000010001000001100000111000010110000110011001001101010010011110110000111100101110110111101011001110"
"711977","0000000000000000000000010000000000000000000000000100000000000000000010100101010000000000000001000010010000010000001100100001000000000000001010000010100000100001100100"
"711978","0000000000000000000000010000000000000000000000001000100100000010000001100000000100000000100101001000010010000100100010100101101001101011001101111101011101011110111110"
"711982","0000000000000000000000000000000000000000000000000000010000000000000000010000000001000000110000000000000100011000011101000010010110110000011100000110000111101011000100"
"711986","0000000000000000000000000000000000000011000010010110001001111101001010001001000011010111001010101111011101111011010000001011110011110101111111011111111011111111111111"
"711988","0000000000000000000000000000000000000000000000000000000000000000000000000000000000000101010000000000000000010000111101000000001110000000011010110010110110101001011110"
"711995","0000000000000000000000000000000000000000000000000010001001011000001000001100000000000101000010000000010000000001000000000001000001000001000000000001100000000011000100"
"712008","0000000000000000000000000000000000100011000100011000001001011000001000001000000000000001000010000000010001000001000000000001010001000001000100000101000000001011000101"
"712009","0000000000000000000000000000000000000000000001000000000010000000010000000000000000100010100000010100000010100001100000010010101000100100101100111100010101001010011110"
"712013","0000000000000000000000000000000000100011000100011000001001011000001000001000000000000001000000000000010001011001011101000001010111010001000100000111000010101011000101"
"712019","0000000000000000000000000000000000000000000000000000110000000000010000000000000001010000110000100000001100001011000000000000000000100100011000000100001010111110100101"
"712020","0000000000000000000000000000000000000011000000010010001011011000001010001010000000001101011000100101010101001011000001011101000111010001111100000111000010101110101110"
"712021","0000000000000000000000000000000001000000000000000000010000000000000000010000000001000100111000000010000100001000000000000000010100110000011000000100000110101010000100"
"712022","0000000000010000000000000000001000000000000100000000000000000000000000000000000000000000000000000000001001100000000000000001000001000100000000000001000000000000000000"
"712023","0000000000000000000000000000000000000000000000000000010000000000000000010000000000000000000000000000000010000000100000000000101000100000001000111000010100001010011110"
"712038","0000000000000000001000000000000000000000000000000000000000000000000000000010000000001110000010000001001010110010101101001100101110000100101000111011010110011101111110"
"712042","0000000000000001001001000000010000010000000001001000000010000000010000010110000010101101000010111100100010000011000100011110011000010100101100101101100101011111111111"
"712044","0000000000000000000000001001000000000100001000000000000000000000100000010110101100111100001100111101001011001100100010011110011010111111110101100111101011111111111111"
"712045","0000000000000000000000000000000000010000000000000100000000000000000000000011000010101101011000011111001000000010000001011110000110100100111000010011110011101111111111"
"712046","0000000000000000000000000000000000000000000000000000000000000000000000000100000001001100010010100001001100001010011101000110010000111110010011000011101011111111111111"
"712049","0000000000000000000000000000000000001000011000000000000000000000000000000000100000000010100100001000001001100100000010000000100000101111000001011000011001010110111110"
"712055","0000000000000000000000000000000000000000000000000000000000000000000000010010001000001110001000100101001100101010000001011110110110110100111001001111000011111110111111"
"712056","0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011000011101000010010110010000000000000010100011101011000100"
"712057","0000000000000000000000000000000000000000000000000000000000000000000000000000000001000100000010001001001100000010101100000000111000110100000000111010111110101101111111"
"712058","0000000000000000000000000000000000000000000000000001000000000000000110000000000000010000011101100000000100000110000011000001000011110001000001000010001001110110100100"
"712059","0000000000000000000000000000010000000000000001001000000000000000000000000100000000001100000010000001000000010011011101000100000110000100000010000011100010100101100001"
"712061","0000000000000000000000000000000000001000001000000000000000000000010000000100100000010000000000000000000001000101000010000000000000100000000011000000101001010101100100"
"712063","0000000000000000000000000000000000000000000000000000000000000000100000000100000100001100000010000100000000000000000000001100000000001010100001000001100000010101111010"
"712067","0010000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000001001000000000000011010"
"712069","0000000000000000000100000000000000000000000000010000000000000000000000000000000000000000000010000000010001010001011100000001010001010000000010000111100010101011000100"
"712071","0000000000000000000100000000000000000000000000010000000000000000000000000000000000000000000010000000010001001001010100000001010101000000010010000101100010101011000100"
"712073","0000000000000000000000000000000000000000000000000000000000000000000000000010000000101100000000010001001000000010000001001100000110000100110000000011000010100100100010"
"712075","0000000000000000000000000000000000000000010000000001000000000100100010010000000000000000000111100100000001100100100010011001111000000100100001111100011101011011111110"
"712083","0000000000000000000000000000000000000011000000010010001001111001001010001000000010000001100010000000010001000001100000000001111001100001001100111101010101001011011110"
"712089","0000000000000000000000000100000000000000000000000100000010000000010000000001000001100000011000111111000110010001001101011000001110110000101010101010101110011111101110"
"712102","0000000000000000000000000000000110000000000000000010001001111001001010001010001011111101111111011001010001010111110111001101011111100001110101110111111111111111111110"
"712109","0000000000000000000000000000000000100011000100011010001001111001001000001000000010000001000000000000010011000001000000000001100001000001001100001101000000000010011111"
"712110","0000000000000000000000000000000000000000000000000000000000000000000000000100000001000000010000000000000100011000001101000000000000010000001000000010100010101001000100"
"712117","0000000000000000000000000000000000000000000000000000000000000000000000010000000000000000010000000000000100011000011101000010010110010000011110000110100110101011000100"
"712118","0000000000000000000000000000000000000000000000000000000000000000000000000100000000000000100000010000000010000000001000000000001000010001000000110100110101100011011110"
"712120","0000000000000000000000000000000000001000001000000000000000000000000000000000100000010000000000000000000001000100000010000000000000101010000001000000001001010100111110"
"712129","0000000000000000000000000000000000100000000101001000000000000000000000000000000000010010010000001000000000100000000000000010100000111111001101011100011101111110111111"
"712130","0000000000000000000000000000000000000000000000000000000000000000000000000000000000000101010000000000000100000000000001000010000110110001011100000110000011101010000100"
"712131","0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011000011101000010010110010000000000000010100011101011000100"
"712141","0000000000000000001000000000000000000000000000000000010000000100000000010000000001000110001000000001001110100010100000001000101110100100111000111110011110001110111110"
"712146","0000000000000000000000000000000000000000000000000000010000000000010000010100000001000000010000101001000100011001100100000000011000110000011010110000111110111111111110"
"712153","0000000000010000000000000000000000000000000100001000000000000000000000000000000000000000000000000000000000010000011101000010000110010001000100000110100001101011000101"
"712161","0000000000000000000000000000000110000000010000000000001001011000001001001100100010000101000011000000011001100001000010000101000001001111000011000001100000010111111110"
"712175","0000000000000000000000000000000110000000000000000010001011111101101010101000000010110001000001011000010001000001000010011001100001000001100001011101011100010011111110"
"712179","0000000000000000000000000000000000000000000000000000000000000000000000000100000000000000011000000000000100010000001101000010000000010000001000000010100001101011000100"
"712184","0000000000000000000000000000000000010000000000000000000000000000000000000010001010101001011100110001001110011111010011011110010110100101111101000111111011111111111111"
"712185","0000000000000000000000000000000000000000010000000000000000000100100000000010001101001110101000001101000110110010101100011110101010101111111001111111011111011111111110"
"712186","0000000000000000000000001000000110000000000000000010001001111001101010001000100110010001000001001100010001000001000010011001100001101011100001001001001000010110111110"
"712196","0000000000000000001000000000000000000000000000000000000000000000000000000110000100001100000010000001000010010010001101001100100100000010110001011011100010110101111010"
"712201","0000000000000000000000000001000000000000010000000000000000000100010000000010101101101110011100111101000010101111100011011100111110011110110001101011001111111110111110"
"712207","0000000000000000000000000000000110010000000000000010001001111001001010001000000010110001000011010000010001000001000010000011010001000001100100010101011001011011110110"
"712208","0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000010110110010000000000001010000011101010011110"
"712210","0000000000000000000000000000010000000000000000001000000000000000000000000000000000001100000010000001001000000001011100000100000000000100010010000001100010100101100001"
"712211","0000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000100000000010000011101000010001110010000100000100010000101101011001110"
"712215","0000000000000000000000000000000110000100000000000011001001111101101010001010101110110001000001011000010001000001000010011101100001101011100001011001011000010110111110"
"712221","0000000000000000000000000000000000000000000000000000000000000000110000000010000000001000011000100101000100010011001101011100100110010000101001001011110110111101111110"
"712222","0000000000000000000000000000000000000000000000000000000000000000010000000100000000000000011000010000000010010001001100000000001000000000001010100010110100001001001110"
"712224","0000000001000000000000000000000000000000010100001000100000000100100000000110000100101010111100011001000100110110000011011110100110111111111111011111111111111111111111"
"712227","0000000000000000000000000000000000000000000000000000000000000000100000000000001000000000000000000100001010000000000000011000100000100100101001001000000000010000111111"
"712236","0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000111000000000001000000000001010110000110100101001011110"
"712240","0000000000000000000000000000000001000000000000000000000000000000000000000000000000000000010000000010000100000000000000000010000000010000001000000010000001101010000100"
"712242","0000000000000000000000000000010000000000000000001000000000000000000000000100000000001100000010100001001100000001001000000110000000010100001010000001100011101111100101"
"712250","0000000000000000000000000000000110000000000000000010001001111001001010001010001011111101111111011001010001010111110111001101011111100001110101110111111111111111111110"
"712251","0000000000000000000000000000000000000000010000000000000000000000000000000010001000001110000000100101001000101010000001011100110110110100110001001011000110101100111111"
"712254","0000000000000000000000010000000000000000000000001000000100000010000001100000000100010000000101000000010000000100000010100101000001001011000101010101011001010111111110"
"712261","0000000000000000000000000000100000000000001000010000110000000000100010010010101000101000110000111001010101000001000000011101000001110001101101000101000010101110110110"
"712269","0000000000000000000000000000000000001000000000000000000000000000000000000000100000001100000000000001000001000100010110000100000100000000010011000001100011110101100100"
"712271","0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100100001000000100001110111010000000011000011011000000100100101111111111111110"
"712272","0000000000000000000000000000000000000000000000000000000000000100010000000000000000100000000100010000000010000101100010001000101000100010101000111100011101011110111110"
"712273","0000000000000000000000000000000000000000000001000100000000000000000000000001000000000010000000000010000000101000110000000010111000000101001100111100010111101011011110"
"712277","0000000000000000000000010000000000000000000010001100000100000110000001100011001000001100000011001111010000001010000001111111110011011011110111001111111011111111111110"
"712281","0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000100000010010000010000000000000000000001101011011110"
"712282","0000000000000000000000000000000000000000000000000000000000000000000000000000000001001100001000100001000100001010011101000100000110110000011000000011000010101111100100"
"712283","0000000000000000000000000000000000000000000000000000010000000000000000000000000001000100001000100001000100001010000000000000000010110000011000000010001010101100111110"
"712288","0000000000000000000000000000000000000000000000000000000000000000010000010000000000000000100000000000000000011001010000000010010110010001010110000100100111101011000100"
"712289","0000000000000000000000000000000000100011000100011010001001111001001000001000000010000001000000000000010001000001000000000001000001000001000000010101110000000011011111"
"712291","0000000000000000000000000010000000000000000000000000010000000000000000000000001001010000000000000001000100000010000000000000000000100100010001000010001010100100100001"
"712292","0000000000000000000000000000000000000000010000000000000000000000000000000000000001000000000000000000000101101001000000000000000000010100001000000010000010101000000100"
"712293","0000000000000000000000000000000000000000000000000100000000000000000000000001000000000000000000000010000000010000001100000000000000000000000000000010110001000001001110"
"712305","0000000000000001001101000000000000000000000000010000000010000000000000000000000000000000000010000000010011010001000101000001010111010000100110000111100110101011001110"
"712307","0000000000000000000000000000000000000000000000000000000000000000000000010100000000001100000010001101000010010010101000001100011110010000110010111111110111111111111110"
"712309","0000000000000000001000000000000000000000000000000000000000000000000000000010000000101000000010011100000010010010000100001110011110010000100010101011100101011111111110"
"712313","0000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000001000000001000010001110010000100000100010000011001010000110"
"712314","0000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000010000000000000001000100000000000011000000000001000100000000110101011011110"
"712315","0000000000000000000000000000000000000000000000000000000000000000000000000000000001000100000000000001000000000000000000000000100000000000010000001000001010100100111010"
"712316","0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011000010000000010010010010000000000000000000011101011011110"
"712324","0000000000000000000000010000000000000000000000001000000100000010010001100100000100000000000001000000010000000001000000100101000001001011000111010101110000010111111110"
"712326","0000000000000000100000000000000000000000000000000000000000000000000000000000000000001100000010000001001000000010001100000100000010000100000000000001100010110101111011"
"712328","0000000000000000000000000000000000000000000000000000000000000000000000010000000001000101001000000000000100001000000001000000010110110000010000000010000010101010000100"
"712344","0000000000000000000000010000000000000000100000001001000100000010000001100000000100001110000001000001011000110010010100100101100011001110010001011011010010110111111110"
"712346","0000000000000000000000000000000000000000000000000000000000000000010000000100000000000000000000010000000010010001001100000000000000000000000010010010100101000001011110"
"712351","0000000000000000000000000000000000100011000100011010001001111001001000001000000010000001000000000000010011000001000000000001101001000001000100111101000101000010011111"
"712352","0000000000000000000000000000000000000000000000000000000000000100000000000000000000000010000000000000001000100000000000000000100000000100000000011000010000000000011010"
"712357","0000000000000000000000000000000000000000000000000000000000000000010000000100000000000000000000000000000000000001110000000000001000000000001010110000110100101001011110"
"712360","0000000000000000000000000000000000000000100000000000000000000000000000000000000100001100000000000001000000010010010100000100000010001010010001000011000010110101111010"
"712362","0000000000000000000000010000000000101000000100001001000110000110000001100010111100100000100101111001010001000110000010111101001001011011100101100101010111010110111111"
"712364","0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011010000000000100010000000101000010010000010001001100000110000001101011000100"
"712367","0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000010011000000001000000100100100101001011011110"
"712368","0000000000000000000000000000000000000000000000000000010000000000100000000000001000000010000000001100001010100000100000011000101000100101100101101100001101010010111110"
"712374","0000000000000000000000010000000000000000010000000000000000000000000000100000010101010100000011100001010101111011001101100001010110010100010001000010001010111111111110"
"712377","0000000000000000001000000000000000010000000000000000000000100101000000000010001010001101000010000101000010000010001101011100100110001000110001011011100010010101111010"
"712382","0000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000100000000001000000001000010001010010000100000100010000011001010001110"
"712384","0000000000000000000000000000000000000000000000000000000010000000000000000000000000100000100000010000000000011000000100000010001000010001100000100110010111001011000110"
"712390","0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000010000000000001000000101100000011110"
"712391","0000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000100000000000001000000000001000100000100100001001011110"
"712395","0000000000000000000000000000000000000000000000000010001001111001001000001010001011111101111110011001010000010111110111001101011111111011110111110111111111111111111110"
"712396","0000000000000000000000000000000000000000000000000000000010000000000000000010000000101000100100110001001010101111000011011100000110010100110000000011000111011110101110"
"712397","0000000000000000000000000000000000000000000000000000000000000000010000000100000000000000000000000000000000010001011101000010011110010000000010100010110101101011001110"
"712399","0000000001000000000000000000001000000000000101000000000000000000000000000000000000000000000000000000000000000000000000000001000001000100000000000000000000000000000000"
"712400","0000000000000000000000000000000000000000000000000000010000000000010000000100000001000000000000100001000100011011000100000000000000110000011010000010101010111101100100"
"712401","0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000001000000001010010001000000100010000101000010001110"
"712403","0000000000000000000000000000000000000000000000000000000000000000000000000000000000011100000000100001001000011010010100000110010010111110010001000011101011111111111111"
"712404","0000000000000000000000000000000000000000000000000000100000000000000000000000000100010000000000000000000000000000000000000010000000101010001001000000001001011110111110"
"712405","0000000000000000000000000000000000000000000000000000110000000000000000010000000001000000111000000000000100001000000000000000000010110000011100000100000110101010000100"
"712407","0000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000001000000000001010011101000010010110010000000000000010000011101011100100"
"712408","0000000000000000000000000000000000000000000000000000110000000000000000010000000001000000111000000000000100001000000000000000000000110000001100000100000111101010000100"
"712410","0000000000000000000000000100000000000000000000000100000000000000010000010001000000000000000000010010000010010001011101000010011110010001000110101110110101101011001110"
"712411","0000000000001000000000110000000000000000000000001001000000000000100010100010011100000000000011101100010011000100100010111111111001000000100101111101011001011111111110"
"712414","0000000000000000000000000000000000000000000000000000000000000100000000000010001001001100011110100101000100000110100011011100111110001011110001111111111111111111111110"
"712425","0000000000000000000000000000000000000000000000000000000000000000000000010000000001000001001000000000000000001000000000000010010110110001010100000110000011101010000100"
"712429","0000000000000000000000000010000000000000000000000000100000000000000000000000000100000010000100000000000000100100000010000010000000101111001101010100111001011111111110"
"712430","0000000000010000000000000000000000000000000100000000000000000000000000010000000000000000000000000000010000000000000000000011010000000000001000000100000101001011011110"
"712432","0000000000000000000000000000000000000011000000010010001001111001001010001000000010010001000000000000010001000001000000000001000001101011001000010101011000010111111110"
"712453","0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000001000010000000010010000000001001100000100000011101011000100"
"712454","0000000000000000000000000000010000000000000000001000000000000000000000000000000000001100000010000001001000010011011101000100000110000100010010000011100010100101100001"
"712455","0000000000000100001000000000000010000000000000100000000001000001001000000010001010000001000101000001000000000110000011011101001111010001110001100011010011010110100110"
"712456","0000000000000000000000000000000000000000000001000000000000000000000000000000000000000010000000000000000000100000000000000000000000000100000000000000000010100000011010"
"712457","0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000100000000000011000000000000000100000000101001011011110"
"712459","0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000100000000000000000100000000010000010010100001011010"
"712460","0000000000000000000000000000010000000000000000001000000000000000000000000000000000001100000010000001001000010011011101000100000110000100010010000011100010100101100001"
"712463","0000000000000000000000000000000000000000000000000000000000000000000000000010001000111100001100110001000100000110000011001100001110010001110001100011011011110110100110"
"712464","0000000000000000000100000000000000001000001000010000000000000000000000000000100001010000011000000001010101011111010011000001010111110000010111000111101011111111100100"
"712465","0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101100000000001000010000001000100010000101101011011110"
"712468","0000000000000000000000000000000000000000100000000000000000000000010000000000001000010000011000000000000100000011000001000000000010001000000001000010001000010100101010"
"712469","0000000000000000000000000000000000001000001000000000000000000000000000000100100000000000000000000000000001000100000010000000000000100000000011000000101001010101100100"
"712472","0000000000000000000000000000000000000000001000100001000000000000000010001100111010010001000001000000000001000000000000100001000000100000000001000000101000010101100000"
