"node","maccs"
"704507","0000000000000000000000000100000000000000000000000100000000000000010000010001000000001100111000110011000110011001011101000110011110110001011110101111110111101111101110"
"704509","0000000000000000000000000000000000000000000000000100000000000000000000000001000000000000100010000010000000000000100000000010011000000000001110110100110101001011011110"
"704511","0000000000000000000000000000000000000100000000000100110010000100100000010111101101101000111100111111000010001100000110011100001000111010111101100101111110111111111110"
"704513","0000000000000000000000000000100000000000000000010000000000000000000000000000000000000000000000000000010001001001011101000001010111010000010010000111100010101011000100"
"704515","0000000000000000000100000000000000000000000000000000000000000000000000000100000000000100000010000000010000001001010100000001010101000000010010000001100010101011000100"
"704528","0000000000000000000000010000000000000000000000001000000100000010000001100000000100010010000001000000011000100000000000100101000001001110000001010001011000010110111110"
"704529","0000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000001000100000000000000000000000000100000000000000000000000001011010"
"704546","0000000000000000000000000000000000000000000000000000000000000000000000010000000000000100000010000000000000001000001100000010010010010000010110000110100010101011000100"
"704547","0000000000000000001000000000000000000000000000000000000000000000000000000010001000001100000100100101000010000110000011011100001110010001110001111011000011010110111110"
"704548","0000000000000000000000000100000000000000000000000100000000000000010000000001000000000000000000010010000010010001001101000010011110010001000000101110010101101011001110"
"704549","0000000000000000000000000000000000010000000000000000000000100000000000000000000010000011000000000100001010100000000000011000100000000110100000011000001000010100111010"
"704550","0000000000000000000000000000000000001000000000000000010000000000000000000010101000101100111110111001000101010110001010011110001000100001101101100111111011111111111110"
"704578","0000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000010000010000000000000100000000000011000000000000010110000110100001011011110"
"704580","0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000001011110"
"704589","0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000010101000000000110000000000000000010000000100001001010"
"704591","0000000000000000000000000000000000000000000000000000000000000000100000000100001000000000000110100100000000010110101010011000011000000000100011110000110000111001111110"
"704596","0000000000000000000000000000000000000000000000000100000010000000000000000101000000000000000000000110000000011000001100000000000010010000100010000010100110001001001110"
"704599","0000000000000000000000000000000110000000000000000010001001111101001010001010000010111011000101010001011011100111000011001101001111001101100001111111011011010110111110"
"704600","0000000000000000000000100000000000000100000000000000000000000000100000000010111001111000000110011101000011011110011111111110110110111011110111011111111011111111111110"
"704601","0000000100100000000000000000000000010000000010100100000000000000000000000001001010011001001100101110100010000100001010011110001000101001101001100101011011011111101110"
"704602","0000000000000000000000100000000000000000000001000000000010000000010000000100000000000010000000001100000011100101000010011010001000000110100000111000101101011111111110"
"704603","0000000000000000000000000000000000000000000000000000000000000000010000010000000000000000000000010000000010010001111101000010011110010001000110111110110101101011011110"
"704609","0000000000000000000000000000000000000000000000000000000000000000010000000100000000000000011000000000000000010001011100000010000010000000001010000010100001101011000100"
"704614","0000000000000000000000000000000000000000000000000000000010000000000000000000000000101100000010110001000000000010001100000100000010010000100000000001100110110101111110"
"704624","0000000000000000000000000000000000000000000000000000000010000000000000000000000000000010100000000100001010100000100000000010101000000100101000111100010101001011011110"
"704625","0000000000000000000000000000000000000000000000000000000000000000100000000000000000000010000000000100001000100000000000001000000000000100100000000000000000000000111010"
"704633","0000000000000000000000000100000000000000000000000100000000000000010000000001000000000000000000010010000010010001011101000010011110010001000110101110110101101011001110"
"704634","0000000000000000000000000000000000001000000000000000000000000100100000000010101101101100001000010101000111000110100011011100001010101000110001111011011011010100111110"
"704638","0000000000000000000000000000000000000000000000000100000000000000000000000001000000000000000000000010000000000000010100000000000000000000000000000000100001100001000100"
"704639","0000000000000000000000000000000110000000010000000010001011111101101010001000000010110011000101110000010001100101000011011001000011000101100001011111011100010011111110"
"704641","0000000000000000000000000000000000000000000001000000000000000000000000000000000000000010000000000000000000100000000000000000000000000100000000000000000000000000011010"
"704642","0000000000000000000000000001000110010000000000000010001011111001101010111000001110100011100101011000011011101101100110011011000001011111100101010101111111111111111110"
"704651","0000000000000000000000000000000000000000000010000000000000000000100000000011101000101001000010011010000000011000111101011100011010010000100001110011110110111101111110"
"704653","0000000000000000000000000100000000000000010000000100000000000000010000010001000000000110101010010010000110111001011100000010011110010101001110101110110111101011001110"
"704655","0000000000000000000000000000000000000000100000000000000000000000000000010000000000000000100010000000000000000010100000000000011000000000000010110100110100101011111110"
"704657","0000000000000000000000000000000000000000000000000000000000000000100000010000000000000100000000001100000000001000011101001010010110010000110000000110000011101011111110"
